ticker,company,company_cn,type,date,shares,price_hkd,size_hkdm,sponsors,others,prospectus_url
"3660","360 DigiTech, Inc.","360數科","Global offering","18/11/2022","5540000","88.8","491.952","Citi; CICC","CCB; Futu; Tiger Brokers; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1118/2022111800021.pdf"
"3601","360 Ludashi Holdings Limited","魯大師控股有限公司","Global offering","26/09/2019","60000000","3","180","Guosen","Macquarie; CCB; Yue Xiu; Guotai Junan; Lead Securities; Fortune; Haitong; China Investment Securities; Guoyuan Securities Brokerage; Zhongrong PT Securities; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0926/ltn20190926033.pdf"
"1244","3D Medicines Inc.","思路迪醫藥股份有限公司","Global offering","29/11/2022","16350000","26.24","429.024","CICC; China Securities","CNCB Capital; CCB; Huarong International Securities; Livermore Holdings; ABCI; Tiger Brokers; CSFG International Securities; Lego; Valuable Capital; Futu; Victory Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1129/2022112900013.pdf"
"1530","3SBio Inc.","三生製藥控股有限公司","Global offering","01/06/2015","606100000","9.1","5515.51","CITIC; Goldman Sachs; Morgan Stanley","CICC; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0601/ltn20150601155.pdf"
"2051","51 Credit Card Inc.","信用卡有限公司","Global offering","29/06/2018","118703000","11.5","1365.0845","Citi; CMB","CITIC; ABCI; Bank of China; BOCOM; CCB; CEB; Haitong; Silk Road International Capital; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0629/ltn20180629027.pdf"
"797","7Road Holdings Limited","第七大道控股有限公司","Global offering","29/06/2018","666680000","2.22","1480.0296000000003","GF Securities; CCB","Haitong; AMTD; CMB; First Shanghai; Zhongtai; Head & Shoulders Securities; Futu; Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0629/ltn20180629045.pdf"
"1737","A & S Group (Holdings) Limited","亞洲實業集團","Global offering","28/02/2018","250000000","0.5","125","Frontpage Capital","Pacific Foundation Securities; Aristo Securities; Koala Securities; Ruibang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0228/ltn20180228017.pdf"
"3319","A-Living Services Co., Ltd.","雅生活智慧城市服務股份有限公司","Global offering","29/01/2018","333334000","14.2","4733.3428","HSBC; Huatai","Morgan Stanley; BNP Paribas; ABCI; CCB; ICBC; China Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0129/ltn20180129009.pdf"
"1615","AB Builders Group Limited","奧邦建築集團有限公司","Global offering","27/08/2018","150000000","0.78","117","Southwest Securities","Sinolink Securities; China Investment Securities; Haitong; BMI Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0827/ltn20180827017.pdf"
"2256","Abbisko Cayman Limited","和譽開曼有限責任公司","Global offering","30/09/2021","140736000","12.46","1753.5705600000003","Morgan Stanley","CICC; China Industrial Securities; Haitong; HSBC; Huatai","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0930/2021093000017.pdf"
"1627","Able Engineering Holdings Limited","安保工程控股有限公司","Global offering","26/01/2017","500000000","1.1","550","Ample","Convoy Investment Services; First Shanghai; Guoyuan Capital; Pacific Foundation Securities; China-Hong Kong Link Securities; Head & Shoulders Securities; Quam; Innovax","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0126/ltn20170126011.pdf"
"1283","Accel Group Holdings Limited","高陞集團控股有限公司","Global offering","26/09/2019","200000000","0.75","150","Ample","Alpha Financial Group; Head & Shoulders Securities; AFG Securities; I Win Securities; Bluemount Securities; ChaoShang Securities; CIS Securities Asset Management; Grand Moore Capital; Grand Partners Securities; Lego; Merdeka Capital; Sinomax Securities; Solomon Securities; Yuzhou Financial Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0926/2019092601087.pdf"
"1870","Acme International Holdings Limited","益美國際控股有限公司","Global offering","25/10/2019","130000000","1.31","170.3","Dongxing","Glory Sun Securities; Yue Xiu; VMI Securities; Zhongtai; Lego; KGI Capital Asia","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1025/2019102500019.pdf"
"6669","Acotec Scientific Holdings Limited","先瑞達醫療科技控股有限公司","Global offering","12/08/2021","68633000","23.8","1633.4654","Morgan Stanley; CICC","CMB; Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0812/2021081200017.pdf"
"9919","Activation Group Holdings Limited","艾德韋宣集團控股有限公司","Global offering","31/12/2019","200000000","1.71","342","Dongxing; CMB","Haitong; China Galaxy; ABCI; CEB; China Investment Securities; North Beta International Securities; First Shanghai; Forwin Securities Group","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1231/2019123100029.pdf"
"9860","ADICON Holdings Limited","艾迪康控股有限公司","Global offering","19/06/2023","33192500","12.32","408.9316","Morgan Stanley; Jefferies","CITIC; Deutsche Bank; Haitong; HSBC; CCB; Futu; Huatai; ICBC; Tiger Brokers; Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0619/2023061900005.pdf"
"1163","Adtiger Corporations Limited","虎視傳媒有限公司","Global offering","29/06/2020","150000000","1","150","CEB","SBI; ABCI; BOCOM; CMB; Fortune; Alpha International Securities; Chuenman Securities; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0629/2020062900051.pdf"
"1757","Affluent Foundation Holdings Limited","俊裕地基集團有限公司","Global offering","23/05/2018","300000000","0.34","102","Dakin","Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0523/ltn20180523019.pdf"
"6660","AIM Vaccine Co., Ltd.","艾美疫苗股份有限公司","Global offering","23/09/2022","9714000","16.16","156.97824","Goldman Sachs; CICC; China Securities; Macquarie","Bank of China; ICBC; CMB; Futu; Tiger Brokers; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0923/2022092300031.pdf"
"1789","AK Medical Holdings Limited","愛康醫療控股有限公司","Global offering","07/12/2017","250000000","2","500","Goldman Sachs","Guotai Junan","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1207/ltn20171207013.pdf"
"9926","Akeso, Inc.","康方生物科技","Global offering","14/04/2020","159495000","16.18","2580.6291","Morgan Stanley","BOCOM; CICC; Bank of China; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0414/2020041400145.pdf"
"9988","Alibaba Group Holding Limited","阿里巴巴集團控股有限公司","Global offering","15/11/2019","500000000","188","94000","CICC; Credit Suisse","Citi; Morgan Stanley; HSBC; ICBC; Deutsche Bank; DBS; Mizuho; ABCI; Bank of China; BOCOM; CCB; CITIC; CMB; Yunfeng Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1115/2019111500039.pdf"
"9966","Alphamab Oncology","康寧傑瑞生物製藥","Global offering","02/12/2019","179403000","10.2","1829.9105999999997","Morgan Stanley; CITIC; Jefferies","BOCOM; Fosun; Orient Securities; Bank of China","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1202/2019120200005.pdf"
"1849","AM Group Holdings Limited","創世紀集團控股有限公司","Global offering","13/06/2019","200000000","0.7","140","Altus Capital","Crosby Securities; Mason; Fortune; Luk Fook Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0613/ltn20190613031.pdf"
"1977","Analogue Holdings Limited","安樂工程集團有限公司","Global offering","28/06/2019","350000000","1.2","420","BOCOM","Elstone; China Tonghai; GLAM Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0628/ltn20190628033.pdf"
"1592","Anchorstone Holdings Limited","基石控股有限公司","Global offering","20/06/2018","300000000","0.4","120","WAG Worldsec Corporate Finance","Huajin Securities (International); Pacific Foundation Securities; Aristo Securities; Quasar Securities; Alpha Financial Group; Frontpage Capital; I Win Securities; Lego","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0620/ltn20180620013.pdf"
"9956","ANE (Cayman) Inc.","安能物流集團有限公司","Global offering","29/10/2021","80220000","16.88","1354.1136","CICC","Citi; ABCI; China Galaxy; CMB; Futu; Haitong; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1029/2021102902074.pdf"
"6699","Angelalign Technology Inc.","時代天使科技有限公司","Global offering","03/06/2021","16829600","173","2911.5208","Goldman Sachs; CICC","","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0603/2021060300011.pdf"
"2560","Anhui Conch Material Technology Co., Ltd.","安徽海螺材料科技股份有限公司","Global offering","31/12/2024","144974000","3.3","478.4142","China Securities","China Galaxy; Bank of China; ABCI; ICBC; Victory Securities; Shenwan Hongyuan; CCB; Haitong; Star River Securities; Guoyuan Securities Brokerage; Orient Securities; SPDB; China Industrial Securities; BOCOM; Fosun; China Sunrise; Hong Tai Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1231/2024123100162.pdf"
"2648","Anjoy Foods Group Co., Ltd.","安井食品集團股份有限公司","Global offering","25/06/2025","39994700","66","2639.6502","Goldman Sachs; CICC","Ping An Securities; CMB; China Securities; Huatai; China Galaxy; United Overseas Bank; GF Securities; CCB; China Industrial Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0625/2025062500043.pdf"
"6996","Antengene Corporation Limited","德琪醫藥有限公司","Global offering","09/11/2020","154153500","18.08","2787.0952799999995","Goldman Sachs","Citi; CICC; CMB; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1109/2020110900007.pdf"
"3662","Aoyuan Healthy Life Group Company Limited","奧園健康生活集團有限公司","Global offering","28/02/2019","175000000","4.3","752.5","Guotai Junan; Zhongtai","CGS-CIMB Securities; CRIC Securities; First Shanghai; SSIF Securities; ABCI; Yuanyin Securities; Hao Tian International Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0228/ltn20190228007.pdf"
"1496","AP Rentals Holdings Limited","亞積邦租賃控股有限公司","Global offering","24/03/2016","151200000","0.75","113.4","","Great Roc Capital Securities; Ample; Finet Securities; Oriental Patron; Quam","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0324/ltn20160324059.pdf"
"6036","Apex Ace Holding Limited","光麗科技控股有限公司","Global offering","28/02/2018","250000000","0.58","145","Ample","Wealth Link Securities; AFG Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0228/ltn20180228019.pdf"
"2551","APT Electronics Co., Ltd.","廣東晶科電子股份有限公司","Global offering","31/10/2024","33600000","3.61","121.296","CITIC","GF Securities; Sinolink Securities; Bank of China; ABCI; ICBC; China Galaxy; China Sunrise; Futu; Patrons Securities; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1031/2024103100019.pdf"
"7836","Aquila Acquisition Corporation - Z [SPAC - Pending De-SPAC]","","Global offering","18/03/2022","","","","CMB; China Merchants Bank","","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0318/sehk22030900242.pdf"
"9990","Archosaur Games Inc.","祖龍娛樂有限公司","Global offering","30/06/2020","187400000","11","2061.4","CICC","Haitong; CMB; CNI Securities Group; Bradbury Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0630/2020063000023.pdf"
"6639","Arrail Group Limited","瑞爾集團有限公司","Global offering","09/03/2022","46527500","14.62","680.23205","Morgan Stanley; UBS","CICC; Haitong; HSBC; Futu; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0309/2022030900091.pdf"
"6855","Ascentage Pharma Group International-B","亞盛醫藥集團","Global offering","16/10/2019","12180900","32.2","392.2249800000001","","Bank of America; Citi; Huatai; CCB; China Renaissance; CMB; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1016/2019101600007.pdf"
"1672","Ascletis Pharma Inc.","歌禮製藥有限公司","Global offering","20/07/2018","224137000","16","3586.192","Morgan Stanley; Goldman Sachs; CMB","","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0720/ltn20180720033.pdf"
"1675","AsiaInfo Technologies Limited","亞信科技控股有限公司","Global offering","06/12/2018","85652000","13.5","1156.302","CITIC; Citi","HSBC; Nomura; CMB; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1206/ltn20181206025.htm"
"1993","Asiaray Media Group Limited","雅仕維傳媒集團有限公司","Global offering","31/12/2014","110000000","7.02","772.2","Bank of China","","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1231/ltn20141231037.pdf"
"6821","Asymchem Laboratories (Tianjin) Co., Ltd","凱萊英醫藥集團（天津）股份有限公司","Global offering","30/11/2021","18415400","410","7550.314","Goldman Sachs; CITIC","Credit Suisse; Citi; Guotai Junan; BOCOM","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1130/2021113000029.pdf"
"2519","AuGroup (SHENZHEN) Cross-Border Business Co., Ltd.","跨境商務股份有限公司","Global offering","31/10/2024","29894700","15.6","466.35732","Huatai","CITIC; DBS; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1031/2024103100187.pdf"
"2589","Auntea Jenny (Shanghai) Industrial Co., Ltd.","滬上阿姨（上海）實業股份有限公司","Global offering","28/04/2025","2411340","113.12","272.7707808","CITIC","Computershare Hong Kong Investor Services","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042800055.pdf"
"6118","Austar Lifesciences Limited","奥星生命科技有限公司","Global offering","28/10/2014","125000000","3.12","390","Haitong","BOCOM; KGI Capital Asia","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1028/ltn20141028033.pdf"
"2425","AustAsia Group Ltd.","澳亞集團有限公司","Global offering","16/12/2022","30640000","7","214.48","CICC; DBS","Daiwa; ABCI; BOCOM; Futu; Silverbricks Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1216/2022121600017.pdf"
"2031","Ausupreme International Holdings Limited","澳至尊國際控股有限公司","Global offering","28/07/2016","187500000","1.2","225","Ample","Great Roc Capital Securities; Ping An Securities; Astrum Capital Management; Celestial Capital; China-Hong Kong Link Securities; Convoy Investment Services; Gransing Securities; Guotai Junan; Opus Capital; Oriental Patron; Orient Securities; Pacific Foundation Securities; Quam; SBI; Sun International Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0728/ltn20160728023.pdf"
"2518","Autohome Inc.-S","汽車之家","Global offering","04/03/2021","30291200","251.8","7627.32416","CICC; Goldman Sachs; Credit Suisse","HSBC; Deutsche Bank; Haitong; China PA Securities; ABCI","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0304/2021030400013.pdf"
"2443","Autostreets Development Limited","汽車街發展有限公司","Global offering","23/05/2024","15000000","11.2","168","CITIC; Haitong","Fosun; China Galaxy; CMB; SPDB; ABCI; Bank of China; Futu; Livermore Holdings; Patrons Securities; Ruibang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0523/2024052300027.pdf"
"1780","B & D Strategic Holdings Limited","標達策略控股有限公司","Global offering","12/04/2019","155000000","1.06","164.3","Grande Capital","Astrum Capital Management","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0412/ltn201904121378.pdf"
"1705","B & S International Holdings Ltd.","賓仕國際控股有限公司","Global offering","26/02/2018","100000000","1","100","Lego","Kingsway; China Galaxy; Brilliant Norton Securities; Canfield Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0226/ltn20180226017.pdf"
"1761","BabyTree Group [Delisted 2024]","寶寶樹集團","Global offering","15/11/2018","","","","Morgan Stanley; Haitong; CMB","UBS; Fosun; First Shanghai; Sinomax Securities","https://www.hkexnews.hk/listedco/listconews/sehk/2018/1115/ltn20181115013.pdf"
"1397","Baguio Green Group Limited","碧瑤綠色集團有限公司","Global offering","12/05/2014","100000000","1.2","120","Guotai Junan","Pacific Foundation Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0512/ltn20140512025.pdf"
"1958","BAIC Motor Corporation Limited","北京汽車股份有限公司","Global offering","09/12/2014","1238820000","9.8","12140.436","HSBC; CITIC; Deutsche Bank; UBS","Morgan Stanley; CMB; China Securities; Bank of China","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1209/ltn20141209013.pdf"
"9888","Baidu, Inc.","百度集團股份有限公司","Global offering","12/03/2021","95000000","295","28025","Bank of America; CITIC; Goldman Sachs","CICC; UBS; CCB; China Renaissance; Nomura; Citi; ICBC; Bank of China; ABCI; Haitong; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0312/2021031200021.pdf"
"2100","BAIOO Family Interactive Limited","百奧家庭互動有限公司","Global offering","28/03/2014","706106000","2.6","1835.8756","Citi; Deutsche Bank","CICC; CIMB Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0328/ltn20140328041.pdf"
"6608","Bairong Inc.","百融雲創","Global offering","19/03/2021","123822500","31.8","3937.5555","Morgan Stanley; CICC; CMB","ICBC; Haitong; Daiwa; Futu; SBI","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0319/2021031900021.pdf"
"6657","Baiwang Co., Ltd.","百望股份有限公司","Global offering","28/06/2024","9262000","40","370.48","Haitong","CMB; Fosun; Huatai; Bank of China; Shenwan Hongyuan; Futu; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0628/2024062800069.pdf"
"2139","Bank of Gansu Co., Ltd.","甘肅銀行股份有限公司","Global offering","29/12/2017","2212000000","2.77","6127.24","CMB; CCB; Huatai; Guotai Junan; Bank of China","Haitong; ABCI; ICBC; China Silk Road International Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1229/ltn20171229920.pdf"
"6199","China CNR Corporation Limited","貴州銀行股份有限公司","Global offering","16/12/2019","2200000000","2.61","5742","ABCI; CCB; CITIC","ICBC; CMB; China Investment Securities; Goldbridge Securities; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1216/2019121600023.pdf"
"6190","Bank of Jiujiang Co., Ltd.","九江銀行股份有限公司","Global offering","26/06/2018","360000000","10.96","3945.6000000000004","ABCI","Silk Road International Capital; CMB; ICBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0626/ltn20180626029.pdf"
"3866","Bank of Qingdao Co., Ltd.","青島銀行股份有限公司","Global offering","20/11/2015","990000000","5.21","5157.9","Goldman Sachs; CITIC","Haitong; ABCI; CMB; Guosen; CCB; Guotai Junan; BNP Paribas","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1120/ltn20151120019.pdf"
"1578","Bank of Tianjin Co., Ltd","天津銀行股份有限公司","Global offering","15/03/2016","995500000","9.58","9536.89","Bank of China; ABCI; CCB","Guotai Junan; Haitong; Crosby Securities; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0315/ltn20160315011.pdf"
"6196","Bank of Zhengzhou Co., Ltd.","鄭州銀行股份有限公司","Global offering","11/12/2015","1320000000","4.21","5557.2","CITIC; BOCOM","CCB; Orient Securities; Haitong; Guotai Junan; ICBC; Pan Asia Corporate Finance; ABCI; Get Nice Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1211/ltn20151211019.pdf"
"9991","Baozun Inc.","寶尊電商有限公司","Global offering","18/09/2020","40000000","103.9","4156","Citi; CMB; Credit Suisse","CICC; CCB","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0918/2020091800023.pdf"
"2149","BaTeLab Co., Ltd.","蘇州貝克微電子股份有限公司","Global offering","18/12/2023","15000000","38.45","576.75","CICC","China Galaxy; CMB; GF Securities; Guotai Junan; ABCI; ICBC; Soochow; Tiger Brokers; Futu; Silverbricks Securities; Valuable Capital; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1218/2023121800007.pdf"
"2609","Bayzed Health Group Inc","佰澤醫療集團","Global offering","13/06/2025","133105800","6.75","898.46415","CMB","Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0613/2025061300019.pdf"
"1035","BBI Life Sciences Corporation [Privatized 2020]","生命科學有限公司","Global offering","16/12/2014","","","","Haitong","","https://www.hkexnews.hk/listedco/listconews/sehk/2014/1216/ltn20141216013.pdf"
"2373","Beauty Farm Medical and Health Industry Inc.","美麗田園醫療健康產業有限公司","Global offering","30/12/2022","40536500","19.32","783.16518","Morgan Stanley; Haitong; Huatai","CITIC; ICBC; Tiger Brokers; Futu; Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1230/2022123000067.pdf"
"6160","BeiGene, Ltd.","百濟神州有限公司","Global offering","30/07/2018","65600000","111.6","7320.96","Morgan Stanley; Goldman Sachs","Credit Suisse; CITIC; CICC; Deutsche Bank; UBS; China Renaissance","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0730/ltn20180730005.pdf"
"2251","Beijing Airdoc Technology Co., Ltd.","北京鷹瞳科技發展股份有限公司","Global offering","26/10/2021","22267200","81.3","1810.32336","UBS; CITIC","CMB; Essence; Haitong; China PA Securities; Fosun; GF Securities; Guodu Securities; SPDB; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1026/2021102600003.pdf"
"2563","Beijing Biostar Pharmaceuticals Co., Ltd.- B","北京華昊中天生物醫藥股份有限公司","Global offering","23/10/2024","14588000","22","320.936","CCB; China Securities","ICBC; CMB; SPDB; China Galaxy; Shenwan Hongyuan; Zhongtai; Orient Securities; Fosun; Guoyuan Securities Brokerage; Shanxi Securities; First Shanghai; Patrons Securities; Mouette Securities; Citrus Securities; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1023/2024102300015.pdf"
"2210","Beijing Capital Jiaye Property Services Co., Limited","北京京城佳業物業股份有限公司","Global offering","29/10/2021","36667200","9.96","365.20531200000005","CICC","Zhongtai; BOCOM; CMB; CCB","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1029/2021102900097.pdf"
"1858","Beijing Chunlizhengda Medical Instruments Co., Ltd.","北京市春立正達醫療器械股份有限公司","Global offering","27/02/2015","16670000","14.1","235.047","CEB","","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0227/ltn20150227013.pdf"
"6188","Beijing Digital Telecom Co., Ltd.","北京迪信通商貿股份有限公司","Global offering","25/06/2014","166667000","7.1","1183.3357","Citi; UBS","DBS; Standard Chartered","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0625/ltn20140625019.pdf"
"3718","Beijing Enterprises Urban Resources Group Limited","北控城市資源集團有限公司","Global offering","30/12/2019","900000000","0.8","720","Haitong; DBS","Mason; Guotai Junan; SBI; Sinomax Securities; Maxa Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1230/2019123000050.pdf"
"6682","Beijing Fourth Paradigm Technology Co., Ltd.","北京第四範式智能技術股份有限公司","Global offering","18/09/2023","18396000","61.16","1125.09936","CICC","CCB; CMB; Huatai; ICBC; Bank of China; ABCI; BOCOM; CEB; North Beta International Securities; China Sunrise; Futu; CNCB Capital; Orient Securities; SPDB; Fosun; Tiger Brokers; Valuable Capital; Riche Bright Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0918/2023091800009.pdf"
"2590","Beijing Geekplus Technology Co., Ltd.","北京極智嘉科技股份有限公司","Global offering","30/06/2025","140353000","16.8","2357.9304","Morgan Stanley; CICC","Deutsche Bank; CMB; DBS; Shenwan Hongyuan; GF Securities; Daiwa; ICBC; China Securities; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000025.pdf"
"2480","Beijing Luzhu Biotechnology Co., Ltd.","北京綠竹生物技術股份有限公司","Global offering","25/04/2023","10386000","41.65","432.5769","CICC","Guotai Junan; CCB; Guosen; Fosun; Patrons Securities; Bank of China; Eddid; ABCI; Valuable Capital; Futu; CNCB Capital; Dragonstone Capital Management; GF Securities; CEB","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0425/2023042500039.pdf"
"2571","Beijing Saimo Technology Co., Ltd.","北京賽目科技股份有限公司","Global offering","31/12/2024","33333400","12","400.0008","CEB","CITIC; China Galaxy; CMB; ICBC; CCB; BOCOM; SPDB; Livermore Holdings; China Sunrise; Citrus Securities; Aristo Securities; SBI","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1231/2024123100154.pdf"
"2402","Beijing SinoHytec Co., Ltd.","北京億華通科技股份有限公司","Global offering","29/12/2022","17628000","76","1339.728","Guotai Junan; Giraffe Capital","CITIC; Essence; Zhongtai; CEB; SPDB; ICBC; Futu; Valuable Capital; Merdeka Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1229/2022122900013.pdf"
"2429","Beijing UBOX Online Technology Corp.","北京友寶在線科技股份有限公司","Global offering","24/10/2023","22576500","11.4","257.3721","China Securities; Huatai","Valuable Capital; ABCI; CCB; China Galaxy; CMB; ICBC; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1024/2023102400007.pdf"
"1599","Beijing Urban Construction Design & Development Group Co., Limited","北京城建設計發展集團股份有限公司","Global offering","25/06/2014","337337000","3.3","1113.2121","UBS; CITIC","China Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0625/ltn20140625005.pdf"
"2597","Beijing Xunzhong Communication Technology Co., Ltd.","北京訊眾通信技術股份有限公司","Global offering","30/06/2025","30440000","15.15","461.166","DBS","China Securities; Guoyuan Securities Brokerage; CMB; Bank of China; China Industrial Securities; Central China International Securities; Fosun; ICBC; ZINVEST; Huafu International Securities; Winbull Securities International; Longbridge; ZH Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000023.pdf"
"2339","BeijingWest Industries International Limited","京西重工國際有限公司","Global offering","09/10/2003","200000000","1.33","266","DBS; Asia Investment Capital; China Securities; Guotai Junan; Vinco Capital","","https://www1.hkexnews.hk/listedco/listconews/sehk/2003/1009/ltn20031009016.pdf"
"9669","Beisen Holding Limited","北森控股有限公司","Global offering","30/03/2023","8044000","29.7","238.9068","Morgan Stanley; CICC","Futu; Tiger Brokers; Silverbricks Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0330/2023033000235.pdf"
"1987","Beng Soon Machinery Holdings Limited","明順機械控股有限公司","Global offering","22/10/2019","250000000","0.7","175","Honestum International","Ping An Securities; GLAM Capital; Shanxi Securities; Pacific Challenge Securities; China Rich Securities; Enlighten Securities; Sheng Yuan Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1022/2019102200007.pdf"
"9882","Best Linking Group Holdings Limited","永聯豐集團控股有限公司","Global offering","22/09/2023","","","","","HSBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0922/2023092201796.pdf"
"2360","Best Mart 360 Holdings Limited","優品360控股有限公司","Global offering","28/12/2018","250000000","1.2","300","Lego","Great Roc Capital Securities; Kingsway; Elstone; Lead Securities; Canfield Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1228/ltn20181228007.pdf"
"2111","Best Pacific International Holdings Limited","百宏國際控股有限公司","Global offering","13/05/2014","250000000","2.5","625","CCB","DBS","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0513/ltn20140513041.htm"
"3358","Bestway Global Holding Inc.","榮威國際","Global offering","06/11/2017","","","","Morgan Stanley","CMB","https://www.hkexnews.hk/listedco/listconews/sehk/2017/1106/ltn20171106037.pdf"
"6909","BetterLife Holding Limited","百得利控股有限公司","Global offering","30/06/2021","150000000","4.8","720","Macquarie","Huatai; BOCOM; United Overseas Bank; DBS; Futu; First Shanghai; Maxa Capital; Huajin Securities (International); Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0630/2021063000067.pdf"
"1775","BExcellent Group Holdings Limited","精英匯集團控股有限公司","Global offering","29/06/2018","125000000","1.1","137.5","VMS Securities","Great Roc Capital Securities; Fortune; China Sky Securities; Halcyon; First Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0629/ltn201806291533.pdf"
